Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating
STYLEBAAZA,Baazar Style Retail Limited,274.95,INR,-1.943651925820253,72198,0.4488183689911378,21628746057,INR,43.79579483912074,6.278,INR,218.21176947640524,0,Retail trade,Strong buy
APOLLOPIPE,Apollo Pipes Ltd.,505.35,INR,3.069549255557824,116605,1.1641047809110976,21559395126,INR,297.334666980466,1.6996,INR,-77.86892717163431,0.143017672898151,Producer manufacturing,Neutral
JAYKAY,Jaykay Enterprises Limited,167.99,INR,1.7134899491402351,60169,0.38998050389144395,21555994275,INR,9.90734897765406,16.9561,INR,2493.468950749464,0,Commercial services,No rating
SERVOTECH,Servotech Renewable Power System Ltd,95.6,INR,-0.04182350480970959,402420,0.3318031077291523,21504207885,INR,58.787357028655755,1.6262,INR,13.22935524300238,0.0522793810121288,Producer manufacturing,No rating
HPL,HPL Electric & Power Limited,339.75,INR,1.8740629685157422,58133,0.6068599930475159,21457074743,INR,24.002797677080242,14.1546,INR,-2.9376671466776374,0.299670362601139,Electronic technology,No rating
HINDOILEXP,"Hindustan Oil Exploration Co., Ltd.",157.98,INR,-2.505554184152063,257350,0.33914458602813785,21443248039,INR,33.28066738292359,4.7469,INR,-57.356534550289275,0,Energy minerals,No rating
TCIEXP,TCI Express Ltd.,561.35,INR,0.035641094181599484,17695,0.13986306935216405,21439715379,INR,26.50953464869613,21.1754,INR,-4.91513246519982,1.61275871337694,Transportation,Buy
ALPEXSOLAR,Alpex Solar Ltd.,827.2,INR,-1.0940395767322264,33300,0.5572289156626506,21362888050,INR,10.234267226714012,80.8265,INR,482.4493766664264,0,Electronic technology,Strong buy
HONDAPOWER,Honda India Power Products Limited,2124.2,INR,1.675282404748229,2587,0.9170181843961576,21339123227,INR,33.53985877954198,63.3336,INR,-19.64005664083317,5.93979424552734,Producer manufacturing,No rating
NELCO,Nelco Limited,933.75,INR,0.10184391080617983,313008,1.2895677051060632,21316950807,INR,551.9595672991666,1.6917,INR,-42.946274999156856,0.107043459644616,Electronic technology,No rating
LANDMARK,Landmark Cars Ltd.,538.5,INR,5.01170046801873,678636,0.13110497354122835,21263204624,INR,59.790151557208674,9.0065,INR,134.111408593486,0.0975039001560062,Retail trade,Strong buy
GEOJITFSL,Geojit Financial Services Ltd,75.16,INR,-1.300065659881824,251893,0.5299373482620329,21255150728,INR,28.924379449682508,2.5985,INR,-52.901834263756975,1.96979645436638,Finance,No rating
SHRINGARMS,Shringar House Of Mangalsutra Limited,220.18,INR,0.23672949103159896,449501,0.8701062921030335,21181304795,INR,18.378658119230064,11.9802,INR,,0,Consumer durables,Strong buy
VENKEYS,Venky's (India) Limited,1503.7,INR,-0.09965453095934095,68141,1.5355649101299826,21155656217,INR,15.212029612724002,98.8494,INR,19.40698399199841,0.665889795238888,Process industries,No rating
BGRENERGY,BGR Energy Systems Limited,280.25,INR,-3.7272414977670976,63353,2.2831144025803196,21013447170,INR,,-178.5082,INR,-32.47047194426552,0,Industrial services,No rating
BHARATRAS,Bharat Rasayan Limited,1273.8,INR,1.0070573309015975,6619,0.838803700418198,20975793835,INR,14.529634728769885,87.6691,INR,3.40300457987896,0.0297147385103011,Process industries,No rating
KCP,KCP Ltd.,162.55,INR,-0.05533694048203086,98347,0.8467678054828489,20962581051,INR,10.631687727284621,15.2892,INR,33.997072768862665,0.153751537515375,Producer manufacturing,No rating
BAJEL,Bajel Projects Limited,177.74,INR,-0.6484069312465045,89792,0.26374728996076047,20744461258,INR,101.81005842593653,1.7458,INR,31.03655332882984,0,Industrial services,No rating
GMBREW,G.M. Breweries Ltd.,905.6,INR,0.1271490961357706,14741,0.3051619380815849,20700455056,INR,12.263757454945319,73.8436,INR,29.816869393086492,0.993322664312124,Consumer non-durables,No rating
THEJO,Thejo Engineering Ltd.,1921.2,INR,1.179692437328844,3500,0.558026817174471,20597193402,INR,42.31811273376066,45.399,INR,-1.3864844376190633,0.263324204760902,Distribution services,No rating
PRABHA,Prabha Energy Limited,142.02,INR,1.5444015444015418,19298,0.9846470975411903,20556833015,INR,3257.3394495412845,0.0436,INR,,0,Energy minerals,No rating
KPEL,K.P. Energy Ltd.,311.15,INR,2.757595772787307,162993,1.0757477758124554,20546214387,INR,11.579828805359135,26.87,INR,55.85394855137612,0.280481768685035,Utilities,No rating
SURYODAY,Suryoday Small Finance Bank Limited,184.62,INR,-4.391506991196266,7154365,0.8353102540579658,20471419559,INR,10.227971524334507,18.0505,INR,140.63162385186567,0,Finance,Strong buy
SOMANYCERA,Somany Ceramics Limited,491.85,INR,-0.976444533923891,82778,1.139119617330229,20430529028,INR,24.89547796685665,19.7566,INR,35.007551063640776,1.40519923717756,Producer manufacturing,Strong buy
LAOPALA,La Opala RG Ltd.,185.87,INR,0.82451857879035,88612,0.37941616359442565,20429550339,INR,22.342561094349147,8.3191,INR,-4.393545866182442,4.07497962510187,Consumer durables,Buy
ANONDITA,Anondita Medicare Limited,1121.2,INR,-0.664481261628422,9600,0.2194787379972565,20414365736.600002,INR,59.14281946459185,18.9575,INR,,0,Producer manufacturing,No rating
INDIANHUME,Indian Hume Pipe Co. Ltd.,387,INR,-0.0387446726075106,45948,0.08496815543395467,20300920516,INR,14.44811558492468,26.7855,INR,-74.71369947200434,1.03801738679123,Producer manufacturing,Strong buy
TIRUMALCHM,Thirumalai Chemicals Limited,172.09,INR,2.5932991534517673,1162625,1.955638605891449,20204645410,INR,,-15.1688,INR,-236.8972792892837,0,Process industries,No rating
ARMANFIN,Arman Financial Services Limited,1993.4,INR,3.969123246231687,40012,0.5670144729551442,20151539401,INR,37.28811022944515,53.4594,INR,8.614710083239716,0,Finance,No rating
HESTERBIO,Hester Biosciences Limited,2528.4,INR,6.800709639266706,41089,0.4080224184431813,20114483478,INR,38.6584224721575,65.4036,INR,102.40834099286037,0.296045675618524,Health technology,No rating
DCXINDIA,DCX Systems Limited,182.98,INR,1.2729687845915336,311198,0.5631170102058376,20110820066,INR,,-0.6951,INR,-119.91690544412607,0,Producer manufacturing,Sell
CANTABIL,Cantabil Retail India Limited,238.41,INR,-0.5920860609598532,59716,0.23085151333457812,20094038782,INR,20.816198234539122,11.4531,INR,27.956160343209547,0.520291363163372,Consumer non-durables,No rating
SUMEETINDS,Sumeet Industries Limited,27.34,INR,-4.970455335418838,15398,0.002759301397498889,20064375892,INR,,,,,0,Process industries,No rating
SBC,SBC Exports Ltd.,42.09,INR,0.04753981459473051,7111649,0.8775424567900074,20061885311,INR,58.72750104646296,0.7167,INR,86.78655199374512,0,Distribution services,No rating
MSPL,MSP Steel & Power Limited,36.14,INR,2.1769861464518043,273518,0.570912949749608,20058932420,INR,72.570281124498,0.498,INR,,0,Non-energy minerals,No rating
MUKANDLTD,Mukand Limited,140.57,INR,1.5679190751444996,74299,0.2771215375193298,20027085455,INR,3.362033914520102,41.811,INR,696.0815673730507,1.44300144300144,Non-energy minerals,No rating
ESAFSFB,ESAF Small Finance Bank Limited,38.29,INR,-1.0338588782631135,4228358,1.829997578098532,19979643521,INR,,-3.2342,INR,68.04434388246105,0,Finance,No rating
JGCHEM,JG Chemicals Limited,507.75,INR,0.4749183734045666,157788,0.3110318250362208,19798757754,INR,30.27150454296139,16.7732,INR,2.6737836977546956,0.197921820880752,Process industries,Strong buy
TINNARUBR,Tinna Rubber & Infrastructure Limited,1139.3,INR,3.6811211721345085,284366,0.5598569240964534,19790310728,INR,33.18507385302796,34.3317,INR,34.80275324818105,0.364132908511607,Process industries,No rating
INDSWFTLAB,Ind-Swift Laboratories Ltd.,239.91,INR,5.459580640907287,478681,0.9230103247440025,19740273094,INR,47.79083665338646,5.02,INR,-83.43742679639583,0,Health technology,No rating
NGLFINE,NGL Fine-Chem Ltd.,3226.5,INR,0.6551240056153487,7529,1.2108979204529007,19737859989,INR,41.49038770655179,77.765,INR,130.4018440443353,0.0547756545690721,Health technology,No rating
KRISHNADEF,Krishna Defence and Allied Industries Limited,1295.9,INR,-1.5871810449574624,105239,1.2466756776286876,19683191932.8,INR,,,,,0.0759416767922236,Electronic technology,No rating
HGS,Hinduja Global Solutions Limited,422.55,INR,0,15933,0.07564144256629249,19682733527,INR,61.04802357836339,6.9216,INR,-72.5705590032575,0,Commercial services,No rating
GOCLCORP,GOCL Corporation Limited,395.95,INR,-0.15130500567394345,59703,1.3584887628816718,19677899211,INR,1.2896759801065159,307.0151,INR,868.0835096504035,2.51920896838393,Process industries,No rating
GRANDOAK,Grand Oak Canyons Distillery Ltd,39.17,INR,4.5090715048025745,5970,0.43534696496805997,19535966258,INR,416.7021276595745,0.094,INR,,0,Finance,No rating
DYCL,Dynamic Cables Ltd.,414.9,INR,3.106361829025845,680337,0.15078034725509368,19507023828,INR,22.049679538280028,18.8166,INR,27.65585036736522,0.0621040864488883,Producer manufacturing,No rating
AWFIS,Awfis Space Solutions Limited,288.65,INR,6.179878609527296,771559,3.8090524601931386,19483077564,INR,29.334349593495933,9.84,INR,3.019389421667567,0,Finance,Strong buy
SHK,S H Kelkar and Company Ltd,148.26,INR,5.410593672236036,897665,1.1620304027070656,19392753752,INR,29.630665920537215,5.0036,INR,-5.433652737616006,1.42755174875089,Process industries,Strong buy
NDRAUTO,NDR Auto Components Ltd.,824.9,INR,1.4949246385727442,10841,0.6346260793209425,19363616239,INR,31.60088416584622,26.1037,INR,16.580695008284533,0.33779633951603,Producer manufacturing,No rating
AEROPLANE,Amir Chand Jagdish Kumar (Exports) Limited,189.26,INR,0.7559625212947122,351325,,19245056538,INR,,,,,0,Process industries,No rating
ALGOQUANT,Algoquant Fintech Limited,69.3,INR,1.3009793889782204,1276401,0.709664219112826,19241022999,INR,58.20594658155551,1.1906,INR,264.8789457554398,0,Finance,No rating
SCILAL,Shipping Corporation of India Land and Assets Limited,42.15,INR,1.984030970239536,252633,1.5925004664673044,19218866422,INR,68.33657587548637,0.6168,INR,,1.33301017935046,Miscellaneous,No rating
HATHWAY,Hathway Cable & Datacom Ltd.,10.88,INR,1.1152416356877417,957666,0.510962446368247,19064026191,INR,25.408687529191965,0.4282,INR,-27.936721642544587,0,Consumer services,No rating
NUCLEUS,Nucleus Software Exports Limited,731.5,INR,0.9592160651438888,15565,0.5198209932204522,19033196194,INR,16.49558464050224,44.3452,INR,-27.91437869610875,1.72890733056708,Technology services,No rating
GOODYEAR,Goodyear India Limited,818.3,INR,-0.5529561888558143,10402,0.7289571609774557,19012568675,INR,30.691621033680892,26.662,INR,11.574692104569358,2.89960570215347,Consumer durables,No rating
BCG,Brightcom Group Limited,9.47,INR,0.7446808510638327,2716706,0.7081798093421606,18988644536,INR,1.9863660199265865,4.7675,INR,35.532749602001374,0,Technology services,No rating
EIHAHOTELS,EIH Associated Hotels Limited,316.95,INR,1.945963332261181,6800,0.36392244170551186,18963375610,INR,22.15534957849264,14.3058,INR,-5.088006793739673,1.12467866323907,Consumer services,No rating
MARSONS,Marsons Limited,111.86,INR,1.764919941775835,1816057,1.295026058015917,18922395146,INR,41.61922833649589,2.6877,INR,65.07185849404249,0.045475216007276,Producer manufacturing,No rating
VIDYAWIRES,Vidya Wires Limited,91.3,INR,3.117235147955716,1398257,2.07337263120309,18861553807,INR,30.57806952910443,2.9858,INR,,0,Non-energy minerals,Buy
RICOAUTO,Rico Auto Industries Limited,145.59,INR,4.688286474437342,4112427,1.7810459136884416,18824905311,INR,39.023801865551626,3.7308,INR,135.8578834239474,0.359324469996407,Producer manufacturing,No rating
SIMPLEXINF,Simplex Infrastructures Limited,237.95,INR,-0.5433646812957206,33878,0.4879974071806691,18804918165,INR,46.333437183581275,5.1356,INR,153.4221564273378,0,Industrial services,No rating
PARACABLES,Paramount Communications Limited,62.9,INR,2.0441271901362716,626892,0.61139014181526,18803976479,INR,32.15910833887213,1.9559,INR,-31.592753217683267,0,Producer manufacturing,No rating
PFS,PTC India Financial Services Limited,29.24,INR,-0.13661202185793273,326119,0.9578263747869907,18773941301,INR,5.878804937874462,4.9738,INR,47.17997277623247,0,Finance,No rating
GRMOVER,GRM Overseas Ltd.,90.12,INR,-0.08869179600886729,340972,0.5362564277419254,18692414516,INR,17.72724590357417,5.0837,INR,58.637583473756486,0,Process industries,No rating
VIKRAN,Vikran Engineering Limited,71.83,INR,0.5599888002239835,1037657,0.6156147052164904,18422585756,INR,19.717807241483435,3.6429,INR,,0,Industrial services,No rating
CEINSYS,Ceinsys Tech Ltd,858.6,INR,-1.3160163209010898,67485,1.8393245044303506,18225186592,INR,12.609781171978264,68.09,INR,91.5939525081109,0.402090872537193,Industrial services,Strong buy
WINDLAS,Windlas Biotech Ltd.,857.5,INR,-0.052450609009854356,23569,0.46481953705401957,18192067477,INR,27.413682864450127,31.28,INR,8.085694540428472,0.674810936591041,Health technology,No rating
CAPACITE,Capacit'e Infraprojects Ltd.,218.8,INR,2.8437132784958923,352848,0.49742706734736863,17999511570,INR,9.664865915445676,22.6387,INR,-5.70705030217961,0,Industrial services,Strong buy
INSECTICID,Insecticides (India) Limited,612.55,INR,-0.5762051614997676,46257,2.2024101433611514,17960640165,INR,12.785137473362122,47.9111,INR,-0.33242564628497523,0.324017820980154,Process industries,No rating
STUDDS,Studds Accessories Limited,444.2,INR,-1.4203284509542906,50266,0.9381695745332108,17773961682,INR,,,,,0,Consumer durables,Strong buy
HINDWAREAP,Hindware Home Innovation Limited,221.05,INR,4.318074563473339,148302,1.4389800165921958,17745575252,INR,,-4.7386,INR,44.66708704079964,0,Producer manufacturing,Strong buy
JAICORPLTD,Jai Corp Limited,102.69,INR,2.352237615867636,222591,0.6286675521841997,17620702758,INR,10.638143582306018,9.653,INR,156.94056269796909,0.49800796812749,Process industries,No rating
SAKAR,Sakar Healthcare Ltd,830,INR,3.465469957616549,110028,0.43708961274578545,17608217436,INR,51.142385330145665,16.2292,INR,81.13755078351711,0,Health technology,No rating
SHALBY,Shalby Ltd.,163.48,INR,0.23298589822194696,52497,0.9106995092350207,17605591797,INR,46.632626864820146,3.5057,INR,618.2339684490884,0,Health services,Buy
KOTIC,Kothari Industrial Corp. Ltd.,164.82,INR,1.1165644171779099,10204,0.7786222262918536,17580543766,INR,,-5.4985,INR,-176.22324927157644,0,Process industries,No rating
KRSNAA,Krsnaa Diagnostics Limited,542.1,INR,-0.4955947136563752,72447,1.538205119494505,17580138205,INR,17.566429034348673,30.86,INR,31.096006796941378,0.50742688439893,Health services,Strong buy
JINDRILL,Jindal Drilling & Industries Ltd.,594.35,INR,-1.7765658568831597,94034,0.2260627236670848,17545161007,INR,8.178021781456179,72.6765,INR,-2.4390080195023853,0.165180046250413,Industrial services,No rating
SOLARWORLD,Solarworld Energy Solutions Limited,200.5,INR,-0.7081661962066097,72842,0.24506345603327712,17494875577,INR,14.393395549174445,13.93,INR,,0,Industrial services,Strong buy
JAYBARMARU,Jay Bharat Maruti Limited,169.42,INR,4.995042141794729,430679,0.4375071300276282,17471549339,INR,13.13292611081827,12.9004,INR,324.2994342849625,0.433705080545229,Distribution services,No rating
DISAQ,DISA India Limited,12191,INR,0.6688687035507844,516,1.2613053043265705,17405378651,INR,33.06268811506065,368.7238,INR,6.346703061214484,1.67098337371543,Producer manufacturing,No rating
NITTAGELA,Nitta Gelatin India Limited,1904.9,INR,-0.21477213200628126,4547,0.24532760704419887,17343010486,INR,17.784935695446165,107.1075,INR,15.84524332287085,0.314103235263323,Consumer non-durables,No rating
ASIANENE,Asian Energy Services Limited,383.8,INR,7.8999156592634305,1432312,5.514519238284295,17334036658,INR,33.78759067539968,11.3592,INR,19.319327731092436,0.280544255856361,Energy minerals,No rating
ACCELYA,Accelya Solutions India Ltd.,1160.4,INR,0.12943308309603935,21267,2.6071765701045715,17295804874,INR,17.51782503611806,66.2411,INR,-21.688978947169304,7.33549083063646,Technology services,No rating
TBZ,Tribhovandas Bhimji Zaveri Limited,280.22,INR,8.239020433388713,2863637,0.7250030906414567,17293238135,INR,9.242114914627027,30.3199,INR,195.85008391553805,0.868223036851245,Consumer durables,No rating
BFINVEST,BF Investment Limited,460.1,INR,0.010868383871320806,26054,0.04709495832329368,17268725086,INR,6.145482716247263,74.868,INR,26.865241689231993,0,Finance,No rating
IPL,India Pesticides Ltd.,149.88,INR,-0.066675556740895,110128,0.20404968059799336,17257252010,INR,14.407520979726806,10.4029,INR,43.942937001010094,0.500500500500501,Process industries,No rating
HITECH,Hi-Tech Pipes Ltd.,86.74,INR,2.2997995046585546,289606,0.7682068683061815,17217441340,INR,22.986617198886975,3.7735,INR,-7.4714334755529395,0.0294915654122921,Non-energy minerals,Strong buy
SKMEGGPROD,SKM Egg Products Export (India) Ltd.,318.8,INR,-1.8321785989222443,363976,0.332500778093989,17161893628.999998,INR,16.17781386379783,19.706,INR,199.8295904083744,0.230131942313593,Process industries,No rating
GOCOLORS,Go Fashion (India) Limited,329.4,INR,1.6196205460434983,92615,0.34586860391425495,17046359193,INR,30.040217777899375,10.9653,INR,-36.659600154808594,0,Consumer non-durables,Buy
MTNL,Mahanagar Telephone Nigam Limited,27.17,INR,0.22132054592402167,402941,0.4672693661937123,17035200577,INR,,-49.3192,INR,6.628676366183585,0,Communications,No rating
MBEL,M & B Engineering Limited,296.95,INR,0.21937225784676925,100256,0.6258728140242057,16947302831,INR,17.592137301018383,16.8797,INR,,0,Producer manufacturing,Strong buy
AURUM,Aurum Proptech Limited,229.68,INR,3.8101694915254267,162652,0.18425184362857822,16945602527,INR,29.576594210363655,7.7656,INR,,0,Technology services,Strong buy
TIL,TIL Ltd.,214.06,INR,1.263068262453293,97237,0.7761518316040193,16935326317,INR,,-4.4849,INR,-1489.374225526642,0,Producer manufacturing,No rating
YATRA,Yatra Online Limited,110.65,INR,2.767716169778029,932619,1.2226534211311528,16892027390,INR,37.124643516188556,2.9805,INR,27.885523041276933,0,Consumer services,Strong buy
DELTACORP,Delta Corp. Ltd. (India),62.71,INR,-0.4445150023813321,649761,0.529698050727869,16869578522,INR,19.715165995975855,3.1808,INR,-65.78718094889805,1.98412698412698,Consumer services,No rating
MONOLITH,Monolithisch India Limited,820.75,INR,5.937399161019684,147250,5.448658649398705,16839966000,INR,75.88014496505306,10.8164,INR,,0,Non-energy minerals,Strong buy
SPMLINFRA,SPML Infra Limited,198.57,INR,-0.4112543256933614,105665,0.31336188233619416,16737419614.999998,INR,22.4881087202718,8.83,INR,39.494470774091624,0,Industrial services,No rating
TARSONS,Tarsons Products Limited,320.9,INR,2.605915267785764,208664,0.23655850589854457,16629622088,INR,119.02818991097921,2.696,INR,-51.81411974977658,0,Process industries,No rating
ASALCBR,Associated Alcohols & Breweries Ltd.,791.7,INR,-3.621644652748189,77400,2.6272644881416687,16562326670.999998,INR,18.553845288537254,42.6704,INR,-8.294863528906083,0.242468327574711,Consumer non-durables,Strong buy
SIGNPOST,Signpost India Limited,305.65,INR,-1.2120232708468004,141701,0.8420113768779484,16518722083,INR,32.668177251448235,9.3562,INR,-1.2454877456671838,0.161786118751011,Commercial services,No rating
IZMO,IZMO Limited,1104,INR,-0.04526935264825713,70875,0.4678332078077155,16499980586.999998,INR,34.657692500879,31.8544,INR,-6.6105332285717715,0,Technology services,No rating
NINSYS,NINtec Systems Ltd,845.2,INR,-2.4694207246711257,1498,0.2770175308824629,16402608188.999998,INR,49.03462359602711,17.2368,INR,21.641190667739334,0,Technology services,No rating
SUMMITSEC,Summit Securities Limited,1496.5,INR,0.9239277043431378,1177,0.39517861939296267,16384831344.999998,INR,15.592569747184688,95.9752,INR,52.53164657549486,0,Miscellaneous,No rating
GARUDA,Garuda Construction and Engineering Limited,172.34,INR,-1.345240139675994,239612,0.8178015142222418,16254391767,INR,13.094252174904076,13.1615,INR,145.9220090061474,0,Industrial services,No rating
BLUSPRING,Bluspring Enterprises Ltd,109.36,INR,0.8669987087253254,120858,0.263821497769508,16251706467,INR,,-1.0368,INR,,0,Commercial services,No rating
DANISH,Danish Power Ltd.,821.75,INR,-0.24279210925644917,29700,1.1243611584327087,16220963737.5,INR,14.712043197101096,55.8556,INR,90.98086279819604,0.182094081942337,Producer manufacturing,No rating
MMWL,Media Matrix Worldwide Limited,13.72,INR,-1.9299499642601827,17923,0.5519337543997955,16175559878,INR,265.3771760154739,0.0517,INR,67.3139158576052,0,Technology services,No rating
MOTISONS,Motisons Jewellers Ltd,13.96,INR,-1.4820042342978057,55312451,2.327144154478602,16152593387,INR,23.661016949152547,0.59,INR,38.69299482839679,0,Retail trade,No rating
WENDT,WENDT India Limited,8302.5,INR,2.823704254133383,48101,6.1536198139880005,16145299805,INR,97.96460176991151,84.75,INR,-52.360876897133224,0.49550023845949,Producer manufacturing,No rating
WALCHANNAG,Walchandnagar Industries Limited,233.5,INR,-1.5183466891606894,678336,0.8451096933534646,16081961455,INR,,-2.1868,INR,84.05076216176792,0,Producer manufacturing,No rating
DLINKINDIA,D-Link (India) Ltd.,447.65,INR,-1.0061919504643988,77120,0.4571339149856583,16062393236,INR,15.273934509572438,29.3081,INR,-0.1944478498358667,4.64190981432361,Electronic technology,No rating
VINYAS,Vinyas Innovative Technologies Limited,1275,INR,0.1767825574543312,2600,0.36312849162011174,16017210016.5,INR,52.33990147783251,24.36,INR,57.834377571449856,0,Electronic technology,No rating
UEL,Ujaas Energy Limited,120.96,INR,0.8168028004667359,4151,1.039152856356077,16014407724,INR,2525.2609603340293,0.0479,INR,-67.52542372881356,0,Utilities,No rating
OMAXE,Omaxe Limited,89.95,INR,2.612365959388554,426419,0.36848052281807314,15956242999,INR,,-38.1012,INR,-1.5834250932485088,0,Finance,No rating
ASIANTILES,Asian Granito India Limited,53.42,INR,-0.09351037965213607,15658699,1.181976185624388,15947405624,INR,53.63992368711718,0.9959,INR,-49.32064525978322,0,Producer manufacturing,No rating
MOBIKWIK,One Mobikwik Systems Limited,205.56,INR,2.258481743110134,546989,0.2345240692776595,15820255290,INR,,-7.9271,INR,57.10095516410965,0,Commercial services,Strong buy
IKIO,IKIO Technologies Ltd,207.98,INR,1.542818084171466,283051,0.11889161067551746,15815494923,INR,42.61012087686949,4.881,INR,15.828191741812999,0,Producer manufacturing,No rating
DSSL,Dynacons Systems & Solutions Ltd.,1231.6,INR,-0.7254554247944544,33482,1.03658800874298,15809262603,INR,18.49635284241005,66.5861,INR,17.00328239875171,0.0402835965194973,Technology services,No rating
SMCGLOBAL,SMC Global Securities Ltd. (India),76.31,INR,1.1264245958123622,323030,0.40286544172026273,15807605092,INR,15.653654433937106,4.8749,INR,-29.93517972893341,1.58961451847927,Finance,No rating
GTLINFRA,GTL Infrastructure Ltd,1.22,INR,0,25214557,0.5293306833375068,15757489405,INR,2.0580296896086367,0.5928,INR,,0,Industrial services,No rating
IVALUE,Ivalue Infosolutions Limited,288.9,INR,0.41710114702815043,395532,1.315636816489666,15744475516,INR,16.010684873809865,18.0442,INR,,0,Technology services,Strong buy
FRONTSP,Frontier Springs Limited.,1380.8,INR,3.9133052378085496,27004,2.2785493696947197,15726475272,INR,26.606855196121504,51.8964,INR,77.63553778696634,0.0450788880540947,Producer manufacturing,No rating
MCLOUD,Magellanic Cloud Ltd.,26.86,INR,0.9394964299135663,2978257,1.0476828331964803,15698639021,INR,13.78001231274369,1.9492,INR,-43.200163184427545,0.112570356472795,Technology services,No rating
KODYTECH,Kody Technolab Limited,1345.3,INR,9.999999999999996,24700,1.574251115360102,15590265880,INR,115.27849185946872,11.67,INR,-6.340288924558594,0,Technology services,No rating
RACLGEAR,RACL Geartech Ltd,1332.2,INR,1.269479285442801,34422,1.0414971029182614,15531974204,INR,32.25119229186336,41.307,INR,87.6763427034444,0.11384335154827,Producer manufacturing,No rating
BLIL,Balmer Lawrie Investments Limited,69.97,INR,0.1287922152261068,35697,0.8499649984999358,15507012033,INR,11.983626772624511,5.8388,INR,-24.484279413856882,9.06097910105926,Commercial services,No rating
ARFIN,Arfin India Ltd,91.17,INR,-0.8914012392651302,1762784,0.8248008081886039,15473539257,INR,100.04389333918579,0.9113,INR,64.76224914120411,0.119943299531131,Non-energy minerals,No rating
VIDHIING,Vidhi Specialty Food Ingredients Ltd,315.15,INR,1.4812429560457143,27107,0.6474488504182251,15430508265,INR,32.24469750452745,9.7737,INR,12.486189117024207,1.94206182230134,Consumer non-durables,No rating
VOEPL,Virtuoso Optoelectronics Limited,496.6,INR,2.5927073649416403,238675,1.2209938816018335,15389702134,INR,101.55419222903886,4.89,INR,78.8653571820476,0,Health technology,No rating
PNBGILTS,PNB Gilts Limited,85.44,INR,-0.08186177055316032,163759,0.2299880974534168,15380066104,INR,15.04728694457653,5.6781,INR,-69.90762577574739,1.17041198501873,Finance,No rating
NAVKARCORP,Navkar Corporation Ltd,104.17,INR,1.9774840920215329,554802,0.26114488744357023,15345429972,INR,39.219155905274654,2.6561,INR,,0,Transportation,No rating
SHANTIGOLD,Shanti Gold International Limited,216.91,INR,2.6598513890860924,6334728,10.570861017329282,15259118102,INR,9.462920064042997,22.9221,INR,,0,Consumer durables,Strong buy
INFOBEAN,InfoBeans Technologies Ltd.,157.14,INR,-0.12076527045066175,220223,0.4499804558876204,15257052681,INR,17.96768697760042,8.7457,INR,59.73881278538813,0.158901671645586,Technology services,No rating
OBSCP,OBSC Perfection Ltd.,591.9,INR,1.17084009913683,28800,0.43478260869565216,15120968280,INR,54.51983125472063,10.8566,INR,,0,Producer manufacturing,Strong buy
DOLPHIN,Dolphin Offshore Enterprises India Ltd.,379.15,INR,0.5836317814033661,6399,0.2436080951438274,15083725510,INR,21.061665713063622,18.0019,INR,43.28501954042199,0,Industrial services,No rating
DIGITIDE,Digitide Solutions Ltd,100.72,INR,-0.49397352301916614,228422,0.7048177863571033,15034843177,INR,,-1.0953,INR,,0,Commercial services,No rating
AMRUTANJAN,Amrutanjan Health Care Limited,513.35,INR,0.8546168958742677,67931,1.900343248467691,14922237062,INR,25.617034442148967,20.0394,INR,13.88675771060304,0.901077375122429,Health technology,No rating
CNL,Creative Newtech Limited,1019.9,INR,3.3333333333333313,2031199,2.4499465611777116,14821458220,INR,24.896741624598437,40.9652,INR,29.64819667565481,0.0506585612968592,Distribution services,No rating
TTKHLTCARE,TTK Healthcare Limited,1088.8,INR,3.97249809014514,102563,2.88916369946365,14816361301,INR,23.424171559252095,46.4819,INR,-19.565345294211294,0.953697963854847,Health technology,No rating
DIFFNKG,Diffusion Engineers Limited,404.05,INR,2.200581762994812,76782,1.054185190168517,14813312494,INR,30.007872378349475,13.4648,INR,40.33727304942364,0.378979282465892,Producer manufacturing,No rating
STEELXIND,Steel Exchange India Limited,11.58,INR,0.08643042350907336,987072,0.5995824367840501,14757747876,INR,45.376175548589345,0.2552,INR,-8.98716119828816,0,Non-energy minerals,No rating
GPTINFRA,GPT Infraprojects Limited,120.9,INR,3.85705695386995,354437,3.6575039109742837,14740430915,INR,15.699055979015984,7.7011,INR,18.01547774116926,2.35747963994856,Industrial services,No rating
ASTEC,Astec Lifesciences Limited,664.6,INR,0.8344712486724322,8266,0.1998955300399501,14686605952,INR,,-38.5995,INR,43.41585051036339,0,Process industries,Sell
WAAREEINDO,Indosolar Limited,335.05,INR,-4.99078406351906,265859,9.039625438620352,14663221436,INR,8.376731662070569,39.9977,INR,-5.748494245614686,0,Electronic technology,No rating
GALAPREC,Gala Precision Engineering Limited,1164.2,INR,1.561545843147526,33678,0.76217331872867,14655966429,INR,42.92772861356932,27.12,INR,34.24081178072021,0,Producer manufacturing,No rating
