Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating
RELIANCE,Reliance Industries Limited,1280,INR,0.1564945226917058,7163132,0.5648790512774474,17296615133118.998,INR,23.179965266270795,55.2201,INR,-8.318252305321916,0.469428470836756,Energy minerals,Strong buy
BHARTIARTL,Bharti Airtel Limited,1905.3,INR,0.37403856284901005,5230299,0.899696026777277,11844101424641,INR,43.472606302877644,43.8276,INR,-20.523849590901186,0.842504344163025,Communications,Strong buy
HDFCBANK,HDFC Bank Limited,739.55,INR,-0.43753365643511044,29678752,1.0486725693891525,11436999782586,INR,14.449980461117624,51.18,INR,11.34558903513542,1.75060597899273,Finance,Strong buy
ICICIBANK,ICICI Bank Limited,1445.7,INR,0.8932933212366496,10608300,0.8123013869010712,10282178936317,INR,18.687952430196486,77.36,INR,7.369882026370579,0.76754003419042,Finance,Strong buy
SBIN,State Bank of India,1020.6,INR,0.5517241379310367,6093002,0.5470948532057346,9369538854753,INR,11.211762353701113,91.0294,INR,4.7432203545851115,1.70927540515246,Finance,Strong buy
TCS,Tata Consultancy Services Limited,2295.6,INR,1.832054296233852,4007292,0.8003716553663436,8154806842814,INR,16.67841236858739,137.639,INR,1.067516881423239,2.83952260526199,Technology services,Buy
BAJFINANCE,Bajaj Finance Limited,1048.3,INR,3.505134281200632,7610916,0.8615188331499082,6304715539696,INR,34.34796854521625,30.52,INR,13.77022291806456,0.592504814101615,Finance,Buy
LICI,Life Insurance Corp. of India,424.35,INR,0.7239496795632593,1064234,0.4905469479039836,5330075519836,INR,9.343314801563276,45.4175,INR,18.90051547336372,2.37332384003797,Finance,Strong buy
LT,Larsen & Toubro Limited,3806,INR,0.538884192730349,1454211,0.7303960437364366,5207478674103,INR,32.56331279945243,116.88,INR,6.944825693110064,1.00389670431279,Industrial services,Buy
HINDUNILVR,Hindustan Unilever Limited,2174.6,INR,1.3799533799533759,698681,0.47443343997228427,5039285959106,INR,33.97971779927184,63.997,INR,41.20266179494647,1.91164471383611,Consumer non-durables,Buy
SUNPHARMA,Sun Pharmaceutical Industries Limited,1973.7,INR,1.6794600999433382,5414380,2.85058782271599,4656999693604,INR,41.25264922393937,47.8442,INR,5.035971223021584,0.850077279752705,Health technology,Strong buy
MARUTI,Maruti Suzuki India Limited,13730,INR,2.1425383127510784,333477,0.9295940724882503,4228211475389,INR,29.406605541763696,466.9019,INR,1.2366475606490452,1.0038368876595,Consumer durables,Buy
INFY,Infosys Limited,1079.2,INR,3.6795081179748244,15956349,1.2119126371066755,4223736513508.9995,INR,14.577795067972076,74.0304,INR,12.70552700168076,4.61117248667083,Technology services,Buy
TITAN,Titan Company Limited,4740.1,INR,1.3491554415223512,500721,0.7632805939284557,4156348797132,INR,82.92788750037177,57.1593,INR,51.99475616987671,0.234957387273854,Consumer durables,Buy
ADANIPOWER,Adani Power Limited,213.96,INR,0.14040999719180539,14546955,0.42760165681031065,4120174618526,INR,28.94519676943682,7.3919,INR,14.85953135682764,0,Utilities,Strong buy
ADANIENT,Adani Enterprises Limited,3036.6,INR,0.33703409992069183,636870,0.5084892725985387,4096988725228,INR,39.2071292262641,77.4502,INR,29.161809561451328,0.0429446839436434,Distribution services,Strong buy
ADANIPORTS,Adani Ports & Special Economic Zone Ltd,1770.4,INR,0.11875812927671416,2266975,1.5668893213068817,4073629824024,INR,30.405660701404873,58.226,INR,13.390457643622195,0.424184152480063,Transportation,Strong buy
M&M,Mahindra & Mahindra Ltd.,3238.6,INR,2.441956095400766,2264570,1.1154951800719068,3930794949829,INR,21.29117086319111,152.11,INR,32.189102285565326,0.800379626700411,Consumer durables,Strong buy
KOTAKBANK,Kotak Mahindra Bank Limited,384.65,INR,-0.02599090318389155,16710096,1.080620821437573,3826753781193,INR,18.849570965829177,20.4063,INR,5.9319130380614284,0.129971406290616,Finance,Buy
AXISBANK,Axis Bank Limited,1227.5,INR,0.016295934164429683,5967502,0.5947636537107871,3820578247291,INR,13.802991116608567,88.93,INR,-0.6146624944121559,0.0814265939255761,Finance,Strong buy
ITC,ITC Limited,285.85,INR,0.8467101781619455,19312804,1.3657892314703866,3553357137021,INR,17.311337608933947,16.5123,INR,-40.53050493409206,5.11283497884344,Consumer non-durables,Neutral
ULTRACEMCO,UltraTech Cement Limited,11881,INR,0.29545838257639706,250956,0.6917998522982671,3485622645796,INR,40.95201985385358,290.12,INR,21.22969667922059,0.654585689489888,Non-energy minerals,Strong buy
HCLTECH,HCL Technologies Limited,1295.9,INR,1.959087332808819,3847049,0.7947190753430153,3448254032634,INR,20.16130286916234,64.2766,INR,2.694679661287743,4.72180687809869,Technology services,Neutral
NTPC,NTPC Limited,350.8,INR,1.036866359447011,12350753,1.3821753890418687,3366197548140,INR,12.254165647815,28.627,INR,15.859383853264466,2.54933026069422,Utilities,Strong buy
ONGC,Oil & Natural Gas Corp. Ltd.,238.56,INR,-4.100337674867338,19910285,1.8954619435007927,3129344475098,INR,7.244985969217313,32.9276,INR,14.57780932695854,5.42713567839196,Energy minerals,Buy
BAJAJ_AUTO,Bajaj Auto Limited,11183.5,INR,0.4806828391734052,270544,0.3765866089763925,3110265808730,INR,26.596763012103924,420.4835,INR,54.740280052256786,1.34794505775945,Consumer durables,Buy
HAL,Hindustan Aeronautics Limited,4619,INR,0.9970700135566618,694103,1.1477673367762347,3055733337491,INR,33.88843156503072,136.3002,INR,8.982268618909625,1.09429543788232,Electronic technology,Buy
JSWSTEEL,JSW Steel Limited,1244.6,INR,0.30625402965828136,1128386,0.5698741322114307,3033952690807,INR,12.280217069560928,101.35,INR,411.822157581634,0.225688147342119,Non-energy minerals,Buy
BAJAJFINSV,Bajaj Finserv Limited,1913,INR,1.9342462833697422,651274,0.5197801688247623,3004152335996,INR,31.463815789473685,60.8,INR,9.92308999591404,0.0692613015796905,Finance,Buy
BEL,Bharat Electronics Limited,407.15,INR,0.5308641975308586,9683515,1.3413699416936176,2960825817190,INR,49.120499951742104,8.2888,INR,13.858706850368833,0.703616837427478,Electronic technology,Buy
NESTLEIND,Nestle India Ltd.,1446.1,INR,0.18011776931069684,2030304,0.8683968415618366,2783907305588,INR,73.16727635180604,19.7643,INR,22.64231728657059,0.831197617233497,Consumer non-durables,Buy
ETERNAL,Eternal Limited,295.85,INR,5.660714285714294,48012383,1.3379316830200843,2702098164062,INR,624.9471905365442,0.4734,INR,42.4187725631769,0,Technology services,Strong buy
POWERGRID,Power Grid Corporation of India Limited,288.85,INR,0.22553782095768013,12143388,1.4614613474960372,2681363880022,INR,16.864691285943657,17.1275,INR,2.9655769438867,3.12174817898023,Utilities,Buy
COALINDIA,Coal India Ltd.,427.5,INR,0.0233972859148392,5241433,0.9850075110719153,2633025758301,INR,8.47254400272707,50.4571,INR,-12.056115815122485,6.17905207723815,Energy minerals,Buy
DMART,Avenue Supermarts Ltd.,4027.7,INR,0.22145914203243844,384728,0.6400621814999058,2620593896863,INR,85.86015774888084,46.91,INR,13.008913514815704,0,Retail trade,Neutral
ASIANPAINT,Asian Paints Ltd.,2710.2,INR,2.7408165586261695,715239,1.0033362759372204,2530651480967,INR,60.09179397352608,45.101,INR,17.933927086547452,1.04233786908236,Process industries,Neutral
SHRIRAMFIN,Shriram Finance Limited,1038.2,INR,3.293204656253111,9459410,1.7107591706886924,2364713228760,INR,18.333039025251633,56.63,INR,10.003885003885015,0,Finance,Strong buy
ADANIGREEN,Adani Green Energy Limited,1399.7,INR,0.3297254677084178,1695918,0.4460085772437946,2296575343597,INR,129.23449084546706,10.8307,INR,3.282315357841041,0,Utilities,Buy
TATASTEEL,Tata Steel Limited,184.25,INR,0.8649477199321249,11857396,0.5487818590448703,2280741299696,INR,21.28925658031567,8.6546,INR,215.5618755925035,2.18938149972633,Non-energy minerals,Neutral
HINDZINC,Hindustan Zinc Limited,529.65,INR,-0.43237146348342287,4726406,1.695473549817548,2247658412589,INR,13.112680170924088,40.3922,INR,66.63723823825477,2.06786352100761,Non-energy minerals,Buy
HINDALCO,Hindalco Industries Limited,945.25,INR,0.25986423419601673,2035425,0.43070777067346344,2118572841796.9998,INR,15.701827242524915,60.2,INR,-16.295884315906562,0.530363298859719,Non-energy minerals,Buy
GRASIM,Grasim Industries Ltd.,3112.4,INR,0.7444811290218165,266078,0.4690414123244876,2101258436520,INR,42.54318699373689,73.1586,INR,23.8511049639579,0.323891884888824,Non-energy minerals,Strong buy
EICHERMOT,Eicher Motors Limited,7769.5,INR,1.8550078657577347,367549,0.7233446619262256,2093976916370,INR,38.70429411178639,200.74,INR,16.465537247621253,0.91762361701012,Consumer durables,Buy
ADANIENSOL,Adani Energy Solutions Ltd,1703.3,INR,0.0646222535542186,2632783,1.1164432182675852,2045844378279,INR,70.09465020576131,24.3,INR,21.81428084457902,0,Utilities,Buy
IOC,Indian Oil Corp. Ltd.,141.52,INR,2.2026431718061756,8260417,0.6053251014643298,1955791501953,INR,4.629526644639995,30.569,INR,209.59711559885758,7.2202166064982,Energy minerals,Buy
INDIGO,InterGlobe Aviation Ltd,5230,INR,4.914744232698094,1731299,1.4071246403653763,1927513720554,INR,,-124.355,INR,-171.77363499942285,0.200603817490647,Transportation,Buy
DIVISLAB,Divi's Laboratories Limited,7414,INR,2.2832310133130993,544701,1.1399460687419494,1923757764362,INR,76.64269041273754,96.7346,INR,17.206751699011193,0.413984392788392,Health technology,Neutral
TORNTPHARM,Torrent Pharmaceuticals Ltd,5019.5,INR,1.169001310087675,267708,0.24295113370480043,1886548432216,INR,78.54025745620005,63.9099,INR,13.18698639841315,0.76615992580346,Health technology,Buy
SBILIFE,SBI Life Insurance Co. Ltd.,1866.8,INR,0.4411922952760166,1098594,1.386725633332896,1863707909128,INR,71.99632844950268,25.9291,INR,4.511523672097313,0.145344925039701,Finance,Strong buy
TVSMOTOR,TVS Motor Company Limited,3876.4,INR,0.16019843935714623,576740,0.446338778360997,1838610961697,INR,53.6941384406759,72.1941,INR,43.759968935750784,0.310073513262103,Consumer durables,Buy
WIPRO,Wipro Limited,178.53,INR,0.7960704607046052,12504426,0.9592758542559484,1752765116124,INR,14.167698314446243,12.6012,INR,-1.8391717884601935,6.20942703923229,Technology services,Neutral
VAML,Vedanta Aluminium Metal Limited,437.15,INR,0.355831037649209,4182120,0.4587533854030178,1703560481956,INR,,,,,0,Non-energy minerals,Strong buy
SOLARINDS,Solar Industries India Limited,18628,INR,0.7245593165350924,55560,0.5220626926257235,1673084166778,INR,100.4827790813712,185.385,INR,38.70464518590842,0.0540857746299857,Process industries,Strong buy
PIDILITIND,Pidilite Industries Limited,1611.3,INR,2.571774142211462,1161586,0.9423456170462772,1598846972492,INR,67.09556527170518,24.015,INR,17.836113837095198,0.636577757973136,Process industries,Buy
DLF,DLF Limited,650.9,INR,0.8834469931803985,2658172,0.5926095491489547,1597813588379,INR,36.49606387512055,17.8348,INR,1.0773773427714897,0.929512006196747,Finance,Strong buy
HYUNDAI,Hyundai Motor India Limited,1984.6,INR,1.6388405203318652,338046,0.43764027990148996,1587055310472,INR,29.69051312854469,66.8429,INR,-3.7044240163770246,1.07515871390539,Consumer durables,Buy
ABB,ABB India Limited,7327.5,INR,-0.6508033353670938,370848,0.6747993605156634,1561701162938,INR,52.153618831246476,140.4984,INR,57.780048738306746,0.534078727763681,Producer manufacturing,Sell
CUMMINSIND,Cummins India Limited,5629.5,INR,0.5178109097402018,343112,0.8743326470915784,1552832915452,INR,66.07378855918179,85.2002,INR,18.09103244862288,0.955041638030294,Producer manufacturing,Neutral
JIOFIN,Jio Financial Services Limited,236.17,INR,0.6220442247880276,6984152,0.3284691376687146,1550087490967,INR,73.40399080002486,3.2174,INR,25.817300172063202,0.212992545260916,Finance,Strong buy
VBL,Varun Beverages Ltd.,464.5,INR,1.596675415573056,5407996,1.0492069702549023,1546801243403,INR,49.36395421745645,9.4097,INR,11.256015228726485,0.32801224579051,Consumer non-durables,Strong buy
ICICIAMC,ICICI Prudential Asset Management Company Ltd.,3143.9,INR,0.5854875863834202,178886,0.3046359894028105,1545002737304,INR,,,,,0.871748936306344,Finance,Buy
TRENT,Trent Limited,2938.3,INR,1.6536931326760138,789065,0.911385618226026,1541707533875,INR,91.11120758086922,32.2496,INR,11.180214158157117,0.138348465196714,Retail trade,Buy
MOTHERSON,Samvardhana Motherson International Limited,148.97,INR,2.3497080041222858,13920800,0.9412160006611935,1536145961164,INR,40.73668954579015,3.6569,INR,-11.420889448696837,0.400778735829653,Producer manufacturing,Buy
TECHM,Tech Mahindra Limited,1575,INR,0.9939083039435717,1513324,0.5174246739853989,1529184424118,INR,27.230290456431533,57.84,INR,12.990818519242051,2.88406075754663,Technology services,Buy
TMCV,Tata Motors Limited,411.1,INR,1.2187615413024857,8607193,1.4196673972173626,1495827082306,INR,49.99391949410191,8.223,INR,,0.984736582964057,Consumer durables,Buy
CHOLAFIN,Cholamandalam Investment and Finance Co. Ltd.,1785.2,INR,3.5258640686615603,1963093,1.742110931978095,1471432114171,INR,28.896082874716736,61.78,INR,22.118995848982006,0.115894999130788,Finance,Buy
BHEL,Bharat Heavy Electricals Limited,415.95,INR,-0.3235082674335065,9042974,0.4542888023044442,1452716823072,INR,59.54306655023834,6.9857,INR,739.324762705755,0.119846596356663,Producer manufacturing,Neutral
TATACAP,Tata Capital Ltd.,350.55,INR,2.5299795261772546,939267,1.1049499331748258,1449410619884,INR,29.55260118530758,11.8619,INR,16.10418338781983,0,Finance,Strong buy
BSE,BSE Ltd.,3536.8,INR,-0.3634109924782274,2557303,1.1508647181329814,1445789496934,INR,57.70212793727292,61.2941,INR,87.748031978436,0.169028086880581,Finance,Buy
IDEA,Vodafone Idea Ltd,13.06,INR,-0.5331302361005352,247499082,0.8005290728233547,1422544012711,INR,4.0910941954077,3.1923,INR,,0,Communications,Neutral
POWERINDIA,Hitachi Energy India Limited,31550,INR,1.5448986160283231,125914,1.1270548113802872,1384841088375,INR,142.35694367989316,221.626,INR,150.51544061129448,0.0193115434751122,Electronic technology,Neutral
CGPOWER,CG Power & Industrial Solutions Ltd,877.3,INR,1.106373170450606,4921275,1.2926519796406355,1364483233094,INR,110.52737672285635,7.9374,INR,21.12620173966123,0.150054827725515,Producer manufacturing,Buy
PFC,Power Finance Corporation Limited,420.1,INR,1.9907744598203558,4447916,0.8336941609061224,1359971974659,INR,5.352485574025729,78.4869,INR,12.660082966110215,4.04028148507644,Finance,Strong buy
BPCL,Bharat Petroleum Corporation Limited,316.25,INR,1.9667902627760838,5954256,0.7162213172100534,1345793210675,INR,7.887989304759483,40.0926,INR,-1.1777059136710557,7.25338491295938,Energy minerals,Buy
POLYCAB,Polycab India Ltd.,9010,INR,1.1507156890261014,232047,0.5233191832732352,1341573919195,INR,47.48150408335665,189.7581,INR,29.270672035740542,0.527769667841984,Producer manufacturing,Buy
SIEMENS,Siemens Limited,3718,INR,0.764269066074037,273869,0.7491561123724594,1312873921380,INR,72.17889805846917,51.5109,INR,-32.46668624499835,0.325503173655943,Producer manufacturing,Neutral
UNIONBANK,Union Bank of India Limited,170.11,INR,-0.22873900293254334,13706219,0.5871193210911844,1301529732422,INR,6.290282620833997,27.0433,INR,9.751870911186503,2.78592375366569,Finance,Buy
BRITANNIA,Britannia Industries Ltd,5384.5,INR,0.09294544102611767,238867,1.1255742328992984,1296774717617,INR,51.192462552825354,105.1815,INR,16.282913465652356,1.39308103087996,Consumer non-durables,Buy
BANKBARODA,Bank of Baroda,244,INR,-0.9941164536417078,14707217,1.4832754312781382,1275257855489,INR,6.948102797750409,35.1175,INR,-6.666436328264112,3.44687753446878,Finance,Buy
PNB,Punjab National Bank,111.62,INR,1.1233919188258825,12850732,0.514516141928332,1269395558969,INR,5.808005911032714,19.2183,INR,31.335337934804897,2.71616115889543,Finance,Buy
GROWW,Billionbrains Garage Ventures Limited,199.38,INR,-1.3702696017808609,25644994,0.5783979417066714,1269148627446,INR,51.76684408671946,3.8515,INR,34.92730775967772,0,Miscellaneous,Strong buy
APOLLOHOSP,Apollo Hospitals Enterprise Limited,8843.5,INR,0.43154846402816427,135186,0.4972267176695601,1265923189771,INR,65.51551191888181,134.9833,INR,34.231469539111444,0.227161727792102,Health services,Strong buy
BOSCHLTD,Bosch Limited,41250,INR,-1.209435995689139,22295,1.1598326969296557,1231944460272,INR,43.870354328887274,940.2705,INR,37.61412100119134,1.22586723522644,Producer manufacturing,Buy
LTM,LTM Limited,4190.8,INR,2.419473092526516,468632,0.9624394922379605,1214575252817,INR,23.77219354472744,176.29,INR,10.818456122705543,1.83163601729064,Technology services,Buy
HDFCLIFE,HDFC Life Insurance Co. Ltd.,552.85,INR,-0.3963606882262737,1368559,0.39992678017240035,1205940873670,INR,60.4207650273224,9.15,INR,4.847026469577174,0.378310214375788,Finance,Strong buy
MUTHOOTFIN,Muthoot Finance Ltd,3025.9,INR,1.3124853517259945,517845,0.7446647423256801,1198825053424,INR,11.47088871998317,263.7895,INR,99.72100031042025,1.00465490104149,Finance,Buy
TATAPOWER,Tata Power Company Limited,377.35,INR,0.7879273504273625,2369047,0.7472657131106292,1196814408028,INR,32.196274839381246,11.7203,INR,-5.625296926458871,0.667467627820051,Utilities,Buy
SBIFUNDS,SBI Funds Management Limited,583.2,INR,-0.6981099948918627,4053030,,1196025213145,INR,,,,,0,Finance,Strong buy
TMPV,Tata Motors Passenger Vehicles Ltd,327.65,INR,1.1890055589870183,4777294,0.6306870307029048,1192604529557,INR,1.4894887959893588,219.9748,INR,258.72962549229044,0.926354793886058,Consumer durables,Neutral
BAJAJHLDNG,Bajaj Holdings & Investment Limited.,10810,INR,1.2267066204700816,69044,1.0086248203162433,1188314258713,INR,12.484320974779477,865.8861,INR,47.787731151385444,1.35802122259373,Finance,No rating
ENRIN,Siemens Energy India Limited,3264.6,INR,0.7530399358064346,327391,0.9326451586437701,1153866111917,INR,88.75488687462956,36.7822,INR,,0.123452979846301,Producer manufacturing,Buy
IRFC,Indian Railway Finance Corp. Ltd.,88.13,INR,0.5820588906642216,5143354,0.841483350418976,1145062519292,INR,16.428065466204377,5.3646,INR,7.824653789721231,0,Finance,Strong sell
LODHA,Lodha Developers Ltd.,1198.7,INR,4.772310112752394,4971286,2.8501659749205555,1143389733768,INR,29.094660194174757,41.2,INR,39.001349527665326,0.371373645578469,Finance,Strong buy
CANBK,Canara Bank,127.26,INR,1.28133704735376,48778366,2.160618035771005,1140180849174,INR,5.857794512287743,21.7249,INR,12.350607911380955,3.34128878281623,Finance,Buy
CIPLA,Cipla Ltd,1409.4,INR,-0.08507018290088035,1162030,0.7312635082814084,1139789005575,INR,33.798561151079134,41.7,INR,-37.509366102202904,0.921397689418102,Health technology,Buy
GMRAIRPORT,GMR Airports Ltd,108,INR,0.8215085884988754,10608220,0.6114522868798082,1130866269142,INR,982.7115559599637,0.1099,INR,,0,Transportation,Strong buy
GAIL,GAIL (India) Limited,174.23,INR,2.4761792730266907,10641180,1.716357170062814,1117766933594,INR,15.10577423270331,11.534,INR,-39.085704628514684,3.52941176470588,Utilities,Buy
INDIANB,Indian Bank,831.25,INR,0.6234112092966926,936950,0.39009393313691315,1113131073608,INR,8.75795591152805,94.9137,INR,16.568087306597373,2.20837366892546,Finance,Strong buy
MARICO,Marico Limited,858.65,INR,0.35647498831229013,1006199,0.6528841064024363,1111159024653,INR,63.22715089393538,13.5804,INR,8.022717510619001,1.22692217807899,Consumer non-durables,Strong buy
ZYDUSLIFE,Zydus Lifesciences Limited,1108.2,INR,-0.04509786236132407,607249,0.514479846251395,1106131970630,INR,22.125148239691104,50.0878,INR,11.369083882902792,0.991974028316349,Health technology,Buy
LLOYDSME,Lloyds Metals & Energy Ltd.,2014.9,INR,3.834063385725333,1480673,2.6496482669602863,1089214680421.0001,INR,30.445754004230885,66.18,INR,147.0066585052701,0.0515583511639298,Non-energy minerals,Buy
GODREJCP,Godrej Consumer Products Limited,1073.7,INR,1.3402548371873568,318835,0.7000829555540073,1083884533628,INR,59.01460937242358,18.1938,INR,0.516010695896218,1.88821752265861,Consumer non-durables,Strong buy
LUPIN,Lupin Limited,2410,INR,1.6663151233916893,1179096,1.5281013622841118,1083395196785.9999,INR,20.69380044650524,116.46,INR,62.381483547127715,0.506446643735888,Health technology,Neutral
ABCAPITAL,Aditya Birla Capital Ltd.,400.45,INR,1.6757648851085352,1675500,0.5010819991757194,1078458860739.9999,INR,28.121488764044944,14.24,INR,12.391475927387532,0,Finance,Strong buy
TATACONSUM,Tata Consumer Products Limited,1107.4,INR,1.783088235294126,2360635,1.7313726363127697,1077335052145.0001,INR,67.0172656907184,16.5241,INR,22.823800498011675,0.918611060077163,Consumer non-durables,Buy
HDFCAMC,HDFC Asset Management Co. Ltd.,2552.4,INR,1.8637506485213822,554072,0.44739388170666505,1074076450841.0001,INR,37.23956813539539,68.54,INR,12.934585598945475,2.15508640300116,Finance,Strong buy
UNITDSPR,United Spirits Limited,1482,INR,1.0087241003271508,1154306,1.072596858440225,1067896542817.0001,INR,63.46813531303666,23.3503,INR,9.511169057747065,1.22599100939926,Consumer non-durables,Buy
GVT&D,GE Vernova T&D India Limited,4202.3,INR,1.080001924279611,1316155,1.6276823296563916,1064321452263,INR,87.24510345343039,48.1666,INR,102.73332603772948,0.120286281349612,Producer manufacturing,Buy
JINDALSTEL,Jindal Steel Limited,1065.7,INR,2.88665765591814,2617855,2.205962343704414,1056760253401,INR,39.89264136676374,26.7142,INR,-8.757992240013115,0.193059510594141,Non-energy minerals,Buy
AMBUJACEM,Ambuja Cements Limited,430.95,INR,1.3642243913912766,1140841,0.6645477009037011,1055923073411,INR,23.240826628125202,18.5428,INR,9.258462716907763,0.470643605130015,Non-energy minerals,Buy
MAXHEALTH,Max Healthcare Institute Ltd,1114.6,INR,3.1654942613846555,1759824,1.0753927546844302,1052595222656,INR,75.51490514905149,14.76,INR,34.18181818181818,0.13869625520111,Health services,Buy
INDUSTOWER,Indus Towers Limited,387.4,INR,-1.8246325392802953,3923875,1.0385549334055721,1040306052260,INR,14.298052010363689,27.0946,INR,-27.486491332774875,0,Finance,Neutral
INDHOTEL,Indian Hotels Co. Ltd.,733.75,INR,0.8660389030173832,1143931,0.43366548021928314,1035404654112,INR,48.671362997160976,15.0756,INR,9.733302276829901,0.446796810558152,Consumer services,Strong buy
LGEINDIA,LG Electronics India Limited,1526.8,INR,-0.02619172341540669,97519,0.3878912413720958,1035297602951,INR,61.49013290374547,24.83,INR,,0,Consumer durables,Strong buy
MANKIND,Mankind Pharma Ltd.,2551.6,INR,1.7708998085513759,185805,0.4660452061717975,1034720067115,INR,55.13396715643906,46.28,INR,-6.06860158311346,0.039913786221761,Health technology,Buy
VEDL,Vedanta Limited,264.65,INR,0,7084059,0.543611227344602,1034688672646,INR,5.991623273715191,44.17,INR,14.163866632204716,16.0619803476946,Non-energy minerals,Buy
BHARATFORG,Bharat Forge Ltd,2181.3,INR,1.3803680981595219,704988,0.8326622709224425,1028775050192,INR,96.59891058854791,22.581,INR,12.757287952781857,0.371773125450194,Producer manufacturing,Neutral
JSWENERGY,JSW Energy Limited,549.7,INR,-0.35348499954680174,1125093,0.4324014807584948,1011899195507,INR,49.615943533319495,11.0791,INR,-10.865909877149086,0.36238448994383,Utilities,Buy
HEROMOTOCO,Hero Motocorp Limited,5113.8,INR,2.049450220510463,564495,0.8564858400926015,1002625671106,INR,17.835518973214285,286.72,INR,31.155939801472947,3.49245629440409,Consumer durables,Buy
LENSKART,Lenskart Solutions Limited,572,INR,2.896204353300958,4051944,0.9443517429776503,966380877726,INR,200.25206553703964,2.8564,INR,,0,Health technology,Buy
SHREECEM,Shree Cement Limited,26860,INR,0.44876589379207177,12362,0.7422440242811424,964775673360,INR,55.58334262826436,483.2383,INR,55.2909127952527,0.523572936514912,Non-energy minerals,Buy
DRREDDY,Dr. Reddy's Laboratories Ltd.,1150.8,INR,-0.07814535035166197,1053461,0.3698082493426219,961574539007,INR,29.0016506848452,39.6805,INR,-41.712068887005394,0.694082942911678,Health technology,Neutral
RECLTD,REC Limited,368.15,INR,1.8113938053097218,9400642,2.1926214696394624,951778890713,INR,6.058247378571758,60.7684,INR,-5.070882378211184,4.70327846175128,Finance,Buy
OFSS,Oracle Financial Services Software Limited,11089,INR,4.1025159594442355,460067,0.7227819912100515,928223913163,INR,28.389656938044034,390.6,INR,41.804320203303696,3.75220442009681,Technology services,Strong buy
MAZDOCK,Mazagon Dock Shipbuilders Ltd.,2330.3,INR,1.5912459673903565,496352,1.0299502986397697,925615888812,INR,34.049199873756564,68.4392,INR,14.385230695177512,0.837164709214913,Producer manufacturing,Buy
NYKAA,FSN E-Commerce Ventures Ltd.,326.75,INR,1.223667905824036,3589386,0.7338131561391383,924462913087,INR,471.5007215007215,0.693,INR,199.74048442906576,0,Retail trade,Buy
IDBI,IDBI Bank Limited,84.48,INR,-0.5298481102084103,4321340,0.25031214295059606,913524093281,INR,9.748554679837062,8.6659,INR,17.717615735709636,2.47175141242938,Finance,No rating
ASHOKLEY,Ashok Leyland Limited,155.06,INR,2.641159727278751,9544585,0.7324766920310342,887833070643,INR,26.224905711434708,5.9127,INR,11.860077944681978,2.31558054912339,Producer manufacturing,Buy
AUROPHARMA,Aurobindo Pharma Ltd,1549.4,INR,1.1357702349869512,850225,1.053998282313478,881191205841,INR,25.67727244855514,60.3413,INR,0.7708789456192953,0.261181847861574,Health technology,Buy
LAURUSLABS,Laurus Labs Ltd.,1713.4,INR,7.007244566575071,7989771,5.432656888102623,865641916803,INR,84.68594926948856,20.2324,INR,114.56265377110373,0.124820570430007,Health technology,Neutral
FEDERALBNK,Federal Bank Ltd. (India),356.5,INR,0.6209427039232256,6585012,0.7019878222764523,865478649994,INR,19.07437132156233,18.69,INR,14.38188494492045,0.338791643139469,Finance,Buy
MEESHO,Meesho Limited,182.1,INR,-1.6950982509177364,7308444,0.6960667077119164,856246123535,INR,,-2.6908,INR,,0,Retail trade,Buy
DIXON,Dixon Technologies (India) Ltd.,13810,INR,-0.260002888920988,205726,0.32921769869585776,846528100379,INR,56.69346161409282,243.5907,INR,33.45797556902605,0.0577815496289341,Electronic technology,Buy
ICICIGI,ICICI Lombard General Insurance Co. Ltd.,1681,INR,1.1553736911782433,904443,0.3515455511059924,829649854568,INR,34.72423053088205,48.41,INR,-9.480179506357517,0.812518808305748,Finance,Buy
PAYTM,One 97 Communications Ltd.,1289.4,INR,0.4831670822942679,2199063,0.5615707534362856,822638909912,INR,128.81118881118883,10.01,INR,125.45045045045042,0,Finance,Buy
PERSISTENT,Persistent Systems Limited,5268.2,INR,1.3017979040476844,557415,1.0186197361308622,820796897095,INR,44.3283641115437,118.8449,INR,31.782955191872457,0.711107694377444,Technology services,Neutral
NTPCGREEN,NTPC Green Energy Limited,93.69,INR,-2.7304817275747464,7973373,0.5438527417439045,811371330937,INR,130.7606420097697,0.7165,INR,7.971669680530449,0,Utilities,Neutral
HINDPETRO,Hindustan Petroleum Corporation Limited,393.95,INR,3.371818420362101,7119104,0.9528746331372483,811232331848,INR,50.18535267965197,7.8499,INR,-83.64467872322695,0,Energy minerals,Neutral
BHARTIHEXA,Bharti Hexacom Limited,1614.3,INR,0.41677034088081893,175287,1.096355052739027,803525024414,INR,46.56992845603508,34.664,INR,16.04177825388324,0.622258174916773,Communications,Buy
NHPC,NHPC Limited,79.72,INR,0.4156694797833459,6965651,0.3931239303788576,797575729195,INR,21.28591263483926,3.7452,INR,24.470736814118112,2.40554156171285,Utilities,Buy
